Primary_Key,DBN,Subgroup,n_count_ccr,ccr_rate,n_count_graduation_rate,graduation_rate,n_count_hs_persistence_rate,hs_persistence_rate,n_count_90pct_attendance,90pct_attendance_rate,n_count_enrollment,enrollment_rate,readiness_gap
14K586_Black,14K586,Black,30,0.0034000000000000002,30,0.7,30,0.767,98,0.398,22,0.227,0.35999999999999993
14K586_Hispanic or Latinx,14K586,Hispanic,45,0.0034600000000000004,45,0.733,45,0.8,159,0.415,39,0.333,0.38699999999999996
14K586_White,14K586,White,1,,1,,1,,,,,,
14K610_Asian,14K610,Asian,2,,2,,2,,9,,2,,
14K610_Black,14K610,Black,18,0.0059499999999999996,18,1.0,18,1.0,192,0.823,27,0.296,0.405
14K610_Hispanic or Latinx,14K610,Hispanic,48,0.005639999999999999,48,0.917,48,0.938,233,0.82,54,0.352,0.3530000000000001
14K610_White,14K610,White,,,,,,,,,2,,
14K614_Asian,14K614,Asian,3,,3,,3,,9,,3,,
14K614_Black,14K614,Black,26,0.00466,26,0.923,26,0.962,77,0.364,22,0.864,0.457
14K614_Hispanic or Latinx,14K614,Hispanic,16,0.005699999999999999,16,0.875,16,0.938,67,0.418,18,0.944,0.30500000000000005
14K614_White,14K614,White,1,,1,,1,,,,2,,
14K685_Asian,14K685,Asian,,,,,,,,,,,
14K685_Black,14K685,Black,6,,6,,6,,25,0.24,2,,
14K685_Hispanic or Latinx,14K685,Hispanic,38,0.00365,38,0.737,38,0.763,163,0.221,44,0.5,0.372
14K685_White,14K685,White,1,,1,,1,,,,1,,
15K429_Asian,15K429,Asian,3,,3,,3,,11,,1,,
15K429_Black,15K429,Black,27,0.0063,27,1.0,27,1.0,132,0.621,22,0.773,0.37
15K429_Hispanic or Latinx,15K429,Hispanic,28,0.006940000000000001,28,1.0,28,1.0,125,0.648,52,0.846,0.30599999999999994
15K429_White,15K429,White,4,,4,,4,,,,8,,
15K448_Asian,15K448,Asian,8,,8,,8,,18,0.444,4,,
15K448_Black,15K448,Black,35,0.005,35,0.971,35,1.0,118,0.398,34,0.647,0.471
15K448_Hispanic or Latinx,15K448,Hispanic,35,0.0046,35,0.829,35,0.886,193,0.399,37,0.703,0.36899999999999994
15K448_White,15K448,White,16,0.0057799999999999995,16,0.75,16,0.938,,,16,0.75,0.17200000000000004
15K462_Asian,15K462,Asian,7,,7,,7,,35,0.571,2,,
15K462_Black,15K462,Black,50,0.004220000000000001,50,0.8,50,0.86,211,0.635,48,0.75,0.378
15K462_Hispanic or Latinx,15K462,Hispanic,41,0.00529,41,0.878,41,0.927,180,0.667,46,0.63,0.349
15K462_White,15K462,White,4,,4,,4,,,,3,,
15K463_Asian,15K463,Asian,6,,6,,6,,22,0.727,3,,
15K463_Black,15K463,Black,14,,14,,14,,64,0.5,20,0.55,
15K463_Hispanic or Latinx,15K463,Hispanic,53,0.00457,53,0.849,53,0.849,160,0.594,35,0.4,0.39199999999999996
15K463_White,15K463,White,4,,4,,4,,,,4,,
15K464_Asian,15K464,Asian,11,,11,,11,,24,0.667,4,,
15K464_Black,15K464,Black,25,0.0035200000000000006,25,0.84,25,1.0,116,0.672,35,0.771,0.48799999999999993
15K464_Hispanic or Latinx,15K464,Hispanic,41,0.00446,41,0.927,41,0.951,185,0.751,42,0.595,0.48100000000000004
15K464_White,15K464,White,4,,4,,4,,,,6,,
15K497_Asian,15K497,Asian,3,,3,,3,,23,0.652,4,,
15K497_Black,15K497,Black,23,0.00417,23,0.826,23,0.913,106,0.491,19,0.526,0.4089999999999999
15K497_Hispanic or Latinx,15K497,Hispanic,19,0.00508,19,0.947,19,1.0,106,0.5,28,0.643,0.43899999999999995
15K497_White,15K497,White,23,0.007440000000000001,23,1.0,23,1.0,,,27,0.63,0.2559999999999999
15K519_Asian,15K519,Asian,2,,2,,2,,12,,1,,
15K519_Black,15K519,Black,21,0.00532,21,0.905,21,0.952,130,0.562,42,0.619,0.373
15K519_Hispanic or Latinx,15K519,Hispanic,46,0.00322,46,0.652,46,0.674,195,0.544,26,0.385,0.33
15K519_White,15K519,White,4,,4,,4,,,,3,,
15K592_Asian,15K592,Asian,5,,5,,5,,25,0.52,10,,
15K592_Black,15K592,Black,6,,6,,6,,36,0.583,10,,
15K592_Hispanic or Latinx,15K592,Hispanic,10,,10,,10,,21,0.524,6,,
15K592_White,15K592,White,8,,8,,8,,,,9,,
15K656_Asian,15K656,Asian,8,,8,,8,,33,0.788,14,,
15K656_Black,15K656,Black,108,0.0062,108,0.944,108,0.972,413,0.603,110,0.8,0.32399999999999995
15K656_Hispanic or Latinx,15K656,Hispanic,59,0.00624,59,0.949,59,0.983,267,0.715,65,0.692,0.32499999999999996
15K656_White,15K656,White,30,0.008100000000000001,30,0.967,30,0.967,,,15,0.8,0.15699999999999992
15K667_Asian,15K667,Asian,51,0.006979999999999999,51,0.941,51,0.941,189,0.704,48,0.729,0.243
15K667_Black,15K667,Black,23,0.00445,23,0.913,23,0.957,70,0.386,25,0.68,0.468
15K667_Hispanic or Latinx,15K667,Hispanic,230,0.00463,230,0.843,230,0.896,1032,0.545,225,0.493,0.38
15K667_White,15K667,White,21,0.0051,21,0.857,21,0.905,,,24,0.667,0.347
15K684_Asian,15K684,Asian,49,0.00961,49,1.0,49,1.0,177,0.785,33,0.879,0.039000000000000035
15K684_Black,15K684,Black,28,0.00824,28,1.0,28,1.0,121,0.678,16,0.938,0.17599999999999993
15K684_Hispanic or Latinx,15K684,Hispanic,21,0.00885,21,1.0,21,1.0,121,0.702,27,0.963,0.11499999999999999
15K684_White,15K684,White,67,0.009420000000000001,67,1.0,67,1.0,,,87,0.793,0.05799999999999994
16K455_Asian,16K455,Asian,2,,2,,2,,7,,1,,
16K455_Black,16K455,Black,78,0.0026,78,0.731,78,0.808,272,0.544,77,0.481,0.471
16K455_Hispanic or Latinx,16K455,Hispanic,25,0.00313,25,0.68,25,0.8,79,0.443,18,0.222,0.36700000000000005
16K455_White,16K455,White,1,,1,,1,,,,,,
16K498_Asian,16K498,Asian,8,,8,,8,,23,0.609,7,,
16K498_Black,16K498,Black,79,0.00406,79,0.924,79,0.924,290,0.51,85,0.682,0.518
16K498_Hispanic or Latinx,16K498,Hispanic,31,0.0040100000000000005,31,0.774,31,0.871,149,0.591,50,0.46,0.373
16K498_White,16K498,White,3,,3,,3,,,,3,,
16K688_Asian,16K688,Asian,3,,3,,3,,6,,1,,
16K688_Black,16K688,Black,25,0.00319,25,0.8,25,0.84,114,0.298,23,0.348,0.48100000000000004
16K688_Hispanic or Latinx,16K688,Hispanic,23,0.00402,23,0.957,23,0.957,103,0.427,15,0.2,0.5549999999999999
16K688_White,16K688,White,4,,4,,4,,,,2,,
16K765_Asian,16K765,Asian,,,,,,,1,,2,,
16K765_Black,16K765,Black,23,0.00263,23,0.913,23,0.957,125,0.56,26,0.423,0.65
16K765_Hispanic or Latinx,16K765,Hispanic,2,,2,,2,,25,0.32,5,,
16K765_White,16K765,White,,,,,,,,,,,
17K122_Asian,17K122,Asian,7,,7,,7,,14,,3,,
17K122_Black,17K122,Black,87,0.0046500000000000005,87,0.839,87,0.931,449,0.677,79,0.633,0.37399999999999994
17K122_Hispanic or Latinx,17K122,Hispanic,14,,14,,14,,71,0.62,11,,
17K122_White,17K122,White,,,,,,,,,,,
17K382_Asian,17K382,Asian,2,,2,,2,,7,,,,
17K382_Black,17K382,Black,46,0.00369,46,0.891,46,0.913,216,0.898,35,0.714,0.522
17K382_Hispanic or Latinx,17K382,Hispanic,6,,6,,6,,91,0.824,10,,
17K382_White,17K382,White,1,,1,,1,,,,,,
17K408_Asian,17K408,Asian,2,,2,,2,,21,0.524,4,,
17K408_Black,17K408,Black,57,0.00451,57,0.807,57,0.895,257,0.525,47,0.426,0.35600000000000004
17K408_Hispanic or Latinx,17K408,Hispanic,37,0.00399,37,0.73,37,0.757,138,0.348,18,0.5,0.331
17K408_White,17K408,White,2,,2,,2,,,,1,,
17K524_Asian,17K524,Asian,2,,2,,2,,13,,1,,
17K524_Black,17K524,Black,18,0.0046500000000000005,18,0.778,18,0.944,76,0.711,16,0.813,0.313
17K524_Hispanic or Latinx,17K524,Hispanic,49,0.004070000000000001,49,0.837,49,0.857,188,0.426,30,0.4,0.42999999999999994
17K524_White,17K524,White,4,,4,,4,,,,5,,
17K528_Asian,17K528,Asian,3,,3,,3,,10,,3,,
17K528_Black,17K528,Black,42,0.00379,42,0.857,42,0.952,161,0.441,50,0.5,0.478
17K528_Hispanic or Latinx,17K528,Hispanic,11,,11,,11,,54,0.333,6,,
17K528_White,17K528,White,1,,1,,1,,,,3,,
17K537_Asian,17K537,Asian,7,,7,,7,,12,,6,,
17K537_Black,17K537,Black,91,0.00379,91,0.868,91,0.945,363,0.796,82,0.61,0.489
17K537_Hispanic or Latinx,17K537,Hispanic,36,0.00413,36,0.889,36,0.972,149,0.725,17,0.529,0.47600000000000003
17K537_White,17K537,White,7,,7,,7,,,,5,,
17K539_Asian,17K539,Asian,2,,2,,2,,22,0.364,1,,
17K539_Black,17K539,Black,27,0.00412,27,0.963,27,0.963,162,0.549,39,0.615,0.5509999999999999
17K539_Hispanic or Latinx,17K539,Hispanic,19,0.00376,19,0.737,19,0.737,71,0.451,13,,0.361
17K539_White,17K539,White,1,,1,,1,,,,3,,
17K543_Asian,17K543,Asian,7,,7,,7,,14,,6,,
17K543_Black,17K543,Black,98,0.00663,98,0.98,98,1.0,330,0.921,82,0.756,0.31700000000000006
17K543_Hispanic or Latinx,17K543,Hispanic,25,0.0067,25,1.0,25,1.0,61,0.869,8,,0.32999999999999996
17K543_White,17K543,White,2,,2,,2,,,,2,,
17K546_Asian,17K546,Asian,1,,1,,1,,10,,3,,
17K546_Black,17K546,Black,70,0.00384,70,0.9,70,0.971,298,0.607,84,0.667,0.516
17K546_Hispanic or Latinx,17K546,Hispanic,9,,9,,9,,54,0.537,25,0.72,
17K546_White,17K546,White,3,,3,,3,,,,5,,
17K547_Asian,17K547,Asian,2,,2,,2,,11,,4,,
17K547_Black,17K547,Black,56,0.00472,56,0.982,56,1.0,194,0.763,46,0.522,0.51
17K547_Hispanic or Latinx,17K547,Hispanic,13,,13,,13,,41,0.561,9,,
17K547_White,17K547,White,3,,3,,3,,,,3,,
17K548_Asian,17K548,Asian,,,,,,,1,,,,
17K548_Black,17K548,Black,33,0.0040100000000000005,33,0.97,33,0.97,170,0.524,33,0.697,0.569
17K548_Hispanic or Latinx,17K548,Hispanic,11,,11,,11,,51,0.569,8,,
17K548_White,17K548,White,2,,2,,2,,,,,,
17K590_Asian,17K590,Asian,3,,3,,3,,12,,2,,
17K590_Black,17K590,Black,165,0.0074199999999999995,166,0.994,166,0.994,805,0.839,173,0.902,0.252
17K590_Hispanic or Latinx,17K590,Hispanic,11,,11,,11,,54,0.741,10,,
17K590_White,17K590,White,4,,4,,4,,,,3,,
17K600_Asian,17K600,Asian,2,,2,,2,,18,0.667,6,,
17K600_Black,17K600,Black,243,0.00441,243,0.827,243,0.934,1098,0.758,221,0.661,0.38599999999999995
17K600_Hispanic or Latinx,17K600,Hispanic,15,0.0038900000000000002,15,0.8,15,0.933,139,0.647,35,0.343,0.41100000000000003
17K600_White,17K600,White,10,,10,,10,,,,5,,
17K745_Asian,17K745,Asian,2,,2,,2,,7,,,,
17K745_Black,17K745,Black,119,0.00343,119,0.882,119,0.941,416,0.555,109,0.606,0.539
17K745_Hispanic or Latinx,17K745,Hispanic,18,0.00263,18,0.778,18,0.889,69,0.464,22,0.727,0.515
17K745_White,17K745,White,1,,1,,1,,,,1,,
17K751_Asian,17K751,Asian,2,,2,,2,,4,,3,,
17K751_Black,17K751,Black,31,0.0038900000000000002,31,0.839,31,0.903,114,0.43,34,0.735,0.44999999999999996
17K751_Hispanic or Latinx,17K751,Hispanic,10,,10,,10,,36,0.472,8,,
17K751_White,17K751,White,1,,1,,1,,,,,,
18K563_Asian,18K563,Asian,,,,,,,3,,1,,
18K563_Black,18K563,Black,57,0.00382,57,0.825,57,0.86,231,0.589,54,0.593,0.44299999999999995
18K563_Hispanic or Latinx,18K563,Hispanic,8,,8,,8,,43,0.233,7,,
18K563_White,18K563,White,3,,3,,3,,,,6,,
18K566_Asian,18K566,Asian,2,,2,,2,,12,,2,,
18K566_Black,18K566,Black,55,0.00344,55,0.836,55,0.891,193,0.72,46,0.565,0.492
18K566_Hispanic or Latinx,18K566,Hispanic,7,,7,,7,,51,0.431,4,,
18K566_White,18K566,White,6,,6,,6,,,,4,,
18K567_Asian,18K567,Asian,,,,,,,,,1,,
18K567_Black,18K567,Black,36,0.00332,36,0.944,36,0.944,187,0.524,34,0.588,0.6119999999999999
18K567_Hispanic or Latinx,18K567,Hispanic,8,,8,,8,,72,0.181,8,,
18K567_White,18K567,White,2,,2,,2,,,,,,
18K569_Asian,18K569,Asian,2,,2,,2,,3,,,,
18K569_Black,18K569,Black,37,0.004070000000000001,37,0.919,37,0.973,150,0.367,32,0.469,0.512
18K569_Hispanic or Latinx,18K569,Hispanic,3,,3,,3,,37,0.243,8,,
18K569_White,18K569,White,2,,2,,2,,,,2,,
18K576_Asian,18K576,Asian,1,,1,,1,,10,,3,,
18K576_Black,18K576,Black,52,0.004039999999999999,52,0.923,52,0.942,232,0.608,38,0.447,0.5190000000000001
18K576_Hispanic or Latinx,18K576,Hispanic,9,,9,,9,,45,0.333,4,,
18K576_White,18K576,White,1,,1,,1,,,,5,,
18K617_Asian,18K617,Asian,2,,2,,2,,4,,1,,
18K617_Black,18K617,Black,58,0.00433,58,0.879,58,0.966,317,0.546,54,0.463,0.446
18K617_Hispanic or Latinx,18K617,Hispanic,8,,8,,8,,50,0.46,8,,
18K617_White,18K617,White,8,,8,,8,,,,3,,
18K629_Asian,18K629,Asian,1,,1,,1,,2,,,,
18K629_Black,18K629,Black,66,0.004529999999999999,66,0.939,66,0.955,259,0.622,45,0.311,0.486
18K629_Hispanic or Latinx,18K629,Hispanic,7,,7,,7,,41,0.585,3,,
18K629_White,18K629,White,,,,,,,,,,,
18K633_Asian,18K633,Asian,3,,3,,3,,8,,2,,
18K633_Black,18K633,Black,80,0.00419,80,0.863,80,0.95,326,0.607,74,0.784,0.444
18K633_Hispanic or Latinx,18K633,Hispanic,9,,9,,9,,48,0.354,17,0.706,
18K633_White,18K633,White,3,,3,,3,,,,3,,
18K637_Asian,18K637,Asian,8,,8,,8,,41,0.707,3,,
18K637_Black,18K637,Black,62,0.0046500000000000005,62,0.887,62,0.984,336,0.762,72,0.681,0.422
18K637_Hispanic or Latinx,18K637,Hispanic,7,,7,,7,,82,0.659,8,,
18K637_White,18K637,White,6,,6,,6,,,,7,,
18K642_Asian,18K642,Asian,,,,,,,2,,,,
18K642_Black,18K642,Black,19,0.00313,19,0.684,19,0.789,138,0.471,25,0.44,0.37100000000000005
18K642_Hispanic or Latinx,18K642,Hispanic,6,,6,,6,,55,0.291,6,,
18K642_White,18K642,White,2,,2,,2,,,,3,,
19K404_Asian,19K404,Asian,3,,3,,3,,7,,3,,
19K404_Black,19K404,Black,37,0.0036200000000000004,37,0.892,37,0.946,185,0.384,42,0.548,0.53
19K404_Hispanic or Latinx,19K404,Hispanic,26,0.00418,26,0.846,26,0.846,94,0.34,28,0.571,0.428
19K404_White,19K404,White,3,,3,,3,,,,1,,
19K409_Asian,19K409,Asian,1,,1,,1,,2,,2,,
19K409_Black,19K409,Black,54,0.0037799999999999995,54,0.944,54,0.963,239,0.519,45,0.533,0.5660000000000001
19K409_Hispanic or Latinx,19K409,Hispanic,33,0.004079999999999999,33,0.939,33,0.939,122,0.459,32,0.656,0.5309999999999999
19K409_White,19K409,White,,,,,,,,,1,,
19K422_Asian,19K422,Asian,2,,2,,2,,3,,2,,
19K422_Black,19K422,Black,34,0.00384,34,0.912,34,0.941,192,0.646,42,0.524,0.528
19K422_Hispanic or Latinx,19K422,Hispanic,8,,8,,8,,63,0.444,14,,
19K422_White,19K422,White,2,,2,,2,,,,1,,
19K502_Asian,19K502,Asian,,,,,,,7,,1,,
19K502_Black,19K502,Black,51,0.00358,51,0.882,51,0.902,247,0.518,26,0.538,0.524
19K502_Hispanic or Latinx,19K502,Hispanic,26,0.0034799999999999996,26,0.731,26,0.769,166,0.404,13,,0.383
19K502_White,19K502,White,2,,2,,2,,,,1,,
19K507_Asian,19K507,Asian,,,,,,,3,,1,,
19K507_Black,19K507,Black,54,0.005350000000000001,54,0.981,54,0.981,241,0.614,44,0.659,0.44599999999999995
19K507_Hispanic or Latinx,19K507,Hispanic,37,0.00513,37,0.946,37,0.946,178,0.573,17,0.412,0.43299999999999994
19K507_White,19K507,White,2,,2,,2,,,,,,
19K510_Asian,19K510,Asian,,,,,,,4,,,,
19K510_Black,19K510,Black,24,0.00332,24,0.875,24,0.875,99,0.374,17,0.353,0.5429999999999999
19K510_Hispanic or Latinx,19K510,Hispanic,17,0.00302,17,0.647,17,0.882,113,0.354,11,,0.34500000000000003
19K510_White,19K510,White,,,,,,,,,1,,
19K583_Asian,19K583,Asian,,,,,,,,,,,
19K583_Black,19K583,Black,,,,,,,,,,,
19K583_Hispanic or Latinx,19K583,Hispanic,66,0.00472,66,0.985,66,0.985,304,0.684,84,0.226,0.5129999999999999
19K583_White,19K583,White,,,,,,,,,,,
19K615_Asian,19K615,Asian,16,0.0054600000000000004,16,0.875,16,0.938,92,0.5,12,,0.32899999999999996
19K615_Black,19K615,Black,69,0.0042,69,0.899,69,0.899,412,0.459,110,0.745,0.47900000000000004
19K615_Hispanic or Latinx,19K615,Hispanic,43,0.00479,43,0.93,43,0.977,258,0.426,62,0.742,0.45100000000000007
19K615_White,19K615,White,3,,3,,3,,,,3,,
19K618_Asian,19K618,Asian,9,,9,,9,,37,0.703,5,,
19K618_Black,19K618,Black,30,0.00528,30,0.9,30,0.9,116,0.655,30,0.467,0.372
19K618_Hispanic or Latinx,19K618,Hispanic,35,0.006459999999999999,35,0.971,35,0.971,244,0.623,54,0.593,0.32500000000000007
19K618_White,19K618,White,6,,6,,6,,,,2,,
19K639_Asian,19K639,Asian,8,,8,,8,,46,0.565,14,,
19K639_Black,19K639,Black,16,0.0051400000000000005,16,1.0,16,1.0,94,0.447,17,0.412,0.486
19K639_Hispanic or Latinx,19K639,Hispanic,59,0.00485,59,0.966,59,0.983,319,0.536,38,0.553,0.481
19K639_White,19K639,White,2,,2,,2,,,,1,,
19K659_Asian,19K659,Asian,4,,4,,4,,29,0.621,8,,
19K659_Black,19K659,Black,15,0.00565,15,1.0,15,1.0,53,0.509,13,,0.43500000000000005
19K659_Hispanic or Latinx,19K659,Hispanic,81,0.0052,81,0.988,81,1.0,338,0.645,82,0.451,0.46799999999999997
19K659_White,19K659,White,1,,1,,1,,,,1,,
19K660_Asian,19K660,Asian,3,,3,,3,,11,,2,,
19K660_Black,19K660,Black,54,0.00381,54,0.852,54,0.889,308,0.328,43,0.419,0.471
19K660_Hispanic or Latinx,19K660,Hispanic,47,0.00409,47,0.851,47,0.851,206,0.291,29,0.517,0.442
19K660_White,19K660,White,5,,5,,5,,,,1,,
19K683_Asian,19K683,Asian,12,,12,,12,,63,0.587,9,,
19K683_Black,19K683,Black,27,0.0033299999999999996,27,0.889,27,0.926,139,0.54,25,0.48,0.556
19K683_Hispanic or Latinx,19K683,Hispanic,24,0.0038,24,1.0,24,1.0,139,0.54,18,0.222,0.62
19K683_White,19K683,White,4,,4,,4,,,,4,,
19K764_Asian,19K764,Asian,10,,10,,10,,30,0.433,3,,
19K764_Black,19K764,Black,21,0.004529999999999999,21,1.0,21,1.0,97,0.433,18,0.722,0.547
19K764_Hispanic or Latinx,19K764,Hispanic,45,0.00428,45,0.889,45,0.933,248,0.464,48,0.542,0.461
19K764_White,19K764,White,1,,1,,1,,,,3,,
19K953_Asian,19K953,Asian,1,,1,,1,,7,,,,
19K953_Black,19K953,Black,18,0.0028100000000000004,18,0.778,18,0.944,88,0.318,20,0.5,0.497
19K953_Hispanic or Latinx,19K953,Hispanic,12,,12,,12,,63,0.302,11,,
19K953_White,19K953,White,1,,1,,1,,,,,,
19K965_Asian,19K965,Asian,,,,,,,16,0.938,,,
19K965_Black,19K965,Black,1,,1,,1,,70,0.771,,,
19K965_Hispanic or Latinx,19K965,Hispanic,,,,,,,32,0.906,,,
19K965_White,19K965,White,,,,,,,,,,,
20K445_Asian,20K445,Asian,279,0.007609999999999999,279,0.892,279,0.939,1349,0.832,279,0.796,0.13100000000000012
20K445_Black,20K445,Black,14,,14,,14,,66,0.5,23,0.609,
20K445_Hispanic or Latinx,20K445,Hispanic,205,0.0045000000000000005,205,0.79,205,0.868,1216,0.58,248,0.512,0.34
20K445_White,20K445,White,151,0.005600000000000001,151,0.861,151,0.921,,,184,0.772,0.30099999999999993
20K485_Asian,20K485,Asian,58,0.007809999999999999,58,0.966,58,0.966,253,0.897,124,0.887,0.18500000000000005
20K485_Black,20K485,Black,16,0.005390000000000001,16,0.938,16,0.938,46,0.696,8,,0.3989999999999999
20K485_Hispanic or Latinx,20K485,Hispanic,139,0.005180000000000001,139,0.914,139,0.95,709,0.7,139,0.784,0.396
20K485_White,20K485,White,60,0.006459999999999999,60,0.95,60,0.967,,,45,0.733,0.30400000000000005
20K490_Asian,20K490,Asian,285,0.00772,285,0.912,285,0.937,1304,0.827,280,0.796,0.14
20K490_Black,20K490,Black,25,0.00431,25,0.88,25,0.92,91,0.473,32,0.688,0.449
20K490_Hispanic or Latinx,20K490,Hispanic,291,0.0046500000000000005,291,0.784,291,0.904,1327,0.556,299,0.609,0.319
20K490_White,20K490,White,357,0.00639,357,0.91,357,0.933,,,370,0.819,0.271
20K505_Asian,20K505,Asian,302,0.00674,302,0.884,302,0.954,1308,0.771,271,0.701,0.20999999999999996
20K505_Black,20K505,Black,46,0.00472,46,0.761,46,0.848,196,0.592,79,0.608,0.289
20K505_Hispanic or Latinx,20K505,Hispanic,282,0.0034899999999999996,282,0.592,282,0.773,1373,0.58,301,0.465,0.243
20K505_White,20K505,White,130,0.005180000000000001,130,0.769,130,0.885,,,142,0.669,0.251
20K609_Asian,20K609,Asian,40,0.0076,40,0.975,40,1.0,160,0.638,34,0.912,0.21499999999999997
20K609_Black,20K609,Black,6,,6,,6,,26,0.423,9,,
20K609_Hispanic or Latinx,20K609,Hispanic,21,0.0057799999999999995,21,0.857,21,0.857,72,0.556,17,0.882,0.279
20K609_White,20K609,White,13,,13,,13,,,,15,0.8,
21K337_Asian,21K337,Asian,10,,10,,10,,56,0.625,8,,
21K337_Black,21K337,Black,5,,5,,5,,9,,4,,
21K337_Hispanic or Latinx,21K337,Hispanic,46,0.00374,46,0.87,46,0.913,192,0.5,28,0.571,0.496
21K337_White,21K337,White,14,,14,,14,,,,14,,
21K344_Asian,21K344,Asian,15,0.00502,15,0.867,15,0.933,84,0.631,25,0.76,0.365
21K344_Black,21K344,Black,17,0.00385,17,0.765,17,0.882,55,0.4,10,,0.38
21K344_Hispanic or Latinx,21K344,Hispanic,36,0.00448,36,0.861,36,0.944,115,0.583,29,0.552,0.41300000000000003
21K344_White,21K344,White,92,0.00527,92,0.935,92,0.957,,,67,0.746,0.40800000000000003
21K348_Asian,21K348,Asian,14,,14,,14,,44,0.659,12,,
21K348_Black,21K348,Black,13,,13,,13,,61,0.377,12,,
21K348_Hispanic or Latinx,21K348,Hispanic,59,0.00228,60,0.583,60,0.617,152,0.421,16,0.25,0.355
21K348_White,21K348,White,29,0.00373,29,0.759,29,0.828,,,16,0.688,0.386
21K410_Asian,21K410,Asian,105,0.00576,105,0.848,105,0.933,361,0.56,51,0.765,0.2719999999999999
21K410_Black,21K410,Black,179,0.00431,179,0.888,179,0.916,799,0.496,154,0.656,0.457
21K410_Hispanic or Latinx,21K410,Hispanic,195,0.00446,195,0.836,195,0.892,742,0.526,109,0.624,0.38999999999999996
21K410_White,21K410,White,94,0.00487,94,0.787,94,0.904,,,78,0.615,0.3
21K468_Asian,21K468,Asian,7,,7,,7,,35,0.6,8,,
21K468_Black,21K468,Black,25,0.00798,25,1.0,25,1.0,87,0.506,27,0.963,0.20200000000000007
21K468_Hispanic or Latinx,21K468,Hispanic,41,0.00801,41,0.951,41,0.951,181,0.47,34,0.735,0.15000000000000002
21K468_White,21K468,White,26,0.009229999999999999,26,1.0,26,1.0,,,25,0.92,0.07700000000000007
21K525_Asian,21K525,Asian,203,0.00634,203,0.828,203,0.926,781,0.726,238,0.807,0.19399999999999995
21K525_Black,21K525,Black,163,0.00481,163,0.773,163,0.914,683,0.583,136,0.809,0.292
21K525_Hispanic or Latinx,21K525,Hispanic,196,0.00469,196,0.689,196,0.827,853,0.567,199,0.623,0.21999999999999997
21K525_White,21K525,White,268,0.006729999999999999,268,0.84,268,0.925,,,329,0.76,0.16700000000000004
21K540_Asian,21K540,Asian,156,0.00678,156,0.891,156,0.936,654,0.777,138,0.725,0.21300000000000008
21K540_Black,21K540,Black,103,0.00502,103,0.835,103,0.893,376,0.628,133,0.594,0.33299999999999996
21K540_Hispanic or Latinx,21K540,Hispanic,160,0.0043,160,0.788,160,0.881,622,0.701,132,0.553,0.35800000000000004
21K540_White,21K540,White,141,0.00532,141,0.787,141,0.872,,,105,0.667,0.255
21K559_Asian,21K559,Asian,6,,6,,6,,27,0.63,3,,
21K559_Black,21K559,Black,3,,3,,3,,20,0.35,7,,
21K559_Hispanic or Latinx,21K559,Hispanic,41,0.00306,41,0.634,41,0.634,91,0.418,33,0.606,0.328
21K559_White,21K559,White,13,,13,,13,,,,7,,
21K572_Asian,21K572,Asian,16,0.006579999999999999,16,1.0,16,1.0,67,0.687,14,,0.3420000000000001
21K572_Black,21K572,Black,8,,8,,8,,33,0.394,4,,
21K572_Hispanic or Latinx,21K572,Hispanic,40,0.00489,40,0.875,40,0.9,175,0.589,43,0.791,0.386
21K572_White,21K572,White,28,0.00486,28,0.786,28,0.821,,,25,0.8,0.30000000000000004
21K620_Asian,21K620,Asian,13,,13,,13,,54,0.667,20,0.85,
21K620_Black,21K620,Black,46,0.00381,46,0.848,46,0.913,197,0.365,54,0.444,0.46699999999999997
21K620_Hispanic or Latinx,21K620,Hispanic,51,0.00337,51,0.745,51,0.745,208,0.418,35,0.371,0.408
21K620_White,21K620,White,52,0.00483,52,0.712,52,0.75,,,23,0.609,0.22899999999999998
21K690_Asian,21K690,Asian,35,0.0063,35,0.971,35,0.971,90,0.722,30,0.733,0.34099999999999997
21K690_Black,21K690,Black,3,,3,,3,,20,0.65,6,,
21K690_Hispanic or Latinx,21K690,Hispanic,44,0.005520000000000001,44,0.909,44,0.909,191,0.712,44,0.432,0.357
21K690_White,21K690,White,61,0.00547,61,0.918,61,1.0,,,64,0.641,0.371
22K405_Asian,22K405,Asian,449,0.00851,449,0.969,449,0.987,1575,0.834,380,0.926,0.118
22K405_Black,22K405,Black,156,0.00615,156,0.962,156,0.981,742,0.694,188,0.707,0.347
22K405_Hispanic or Latinx,22K405,Hispanic,112,0.006540000000000001,112,0.902,112,0.955,501,0.633,112,0.768,0.248
22K405_White,22K405,White,204,0.00846,204,0.985,204,0.99,,,245,0.865,0.139
22K425_Asian,22K425,Asian,172,0.00736,172,0.924,172,0.953,814,0.744,170,0.794,0.18800000000000006
22K425_Black,22K425,Black,70,0.00524,70,0.914,70,0.957,391,0.703,111,0.775,0.39
22K425_Hispanic or Latinx,22K425,Hispanic,132,0.00523,132,0.818,132,0.841,657,0.604,158,0.658,0.29499999999999993
22K425_White,22K425,White,453,0.00614,453,0.87,453,0.923,,,437,0.778,0.256
22K535_Asian,22K535,Asian,45,0.008490000000000001,45,0.978,45,1.0,230,0.813,64,0.922,0.1289999999999999
22K535_Black,22K535,Black,42,0.006829999999999999,42,0.929,42,0.929,214,0.593,47,0.894,0.2460000000000001
